player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr,week
La'Mical Perine,26408,HB,1,NYJ,2,2,16,15,1.07,7
Jimmy Graham,5619,TE,1,CHI,6,5,31,30,1.03,7
Darnell Mooney,48236,WR,1,CHI,7,3,40,39,1.03,7
Stefon Diggs,9579,WR,1,BUF,11,6,48,48,1,7
Vance McDonald,7836,TE,1,PIT,2,2,14,14,1,7
Todd Gurley II,9443,HB,1,ATL,3,2,19,19,1,7
Breshad Perriman,9459,WR,1,NYJ,2,2,27,27,1,7
Chris Carson,12004,HB,1,SEA,2,1,7,7,1,7
J.J. Arcega-Whiteside,35014,WR,1,PHI,1,1,8,8,1,7
David Montgomery,45719,HB,1,CHI,5,5,21,21,1,7
Josh Jacobs,45953,HB,1,LV,4,3,14,14,1,7
Dalton Schultz,47304,TE,1,DAL,4,2,22,23,0.96,7
Greg Ward,12258,WR,1,PHI,6,5,42,44,0.95,7
Devin Singletary,40485,HB,1,BUF,4,2,18,19,0.95,7
Devontae Booker,10770,HB,1,LV,2,2,9,10,0.9,7
Cam Sims,47908,WR,1,WAS,1,1,22,25,0.88,7
James Conner,11860,HB,1,PIT,4,3,29,33,0.88,7
Mike Evans,8642,WR,1,TB,2,2,37,43,0.86,7
Marcedes Lewis,2973,TE,1,GB,1,1,9,11,0.82,7
Ryan Izzo,47327,TE,1,NE,1,1,8,10,0.8,7
Adam Humphries,10075,WR,1,TEN,3,1,19,24,0.79,7
D.J. Chark Jr.,47702,WR,1,JAX,7,1,26,33,0.79,7
Christian Kirk,47546,WR,1,ARI,8,5,37,48,0.77,7
Darrell Henderson,41193,HB,1,LA,2,2,13,17,0.76,7
Austin Carr,12215,WR,1,NO,1,1,6,8,0.75,7
Will Fuller V,10655,WR,1,HOU,6,3,35,47,0.74,7
Jeff Wilson Jr.,29413,HB,1,SF,2,2,8,11,0.73,7
Robert Woods,7822,WR,1,LA,5,3,22,30,0.73,7
James Robinson,22425,HB,1,JAX,6,4,18,25,0.72,7
Julian Edelman,5156,WR,1,NE,3,1,13,18,0.72,7
Darius Slayton,25578,WR,1,NYG,3,2,23,33,0.7,7
DeAndre Washington,10777,HB,1,KC,1,1,2,3,0.67,7
Hunter Henry,10669,TE,1,LAC,6,3,23,35,0.66,7
Anthony Miller,48160,WR,1,CHI,5,3,20,31,0.65,7
Jonnu Smith,11855,TE,1,TEN,3,1,9,14,0.64,7
Tony Pollard,27126,HB,1,DAL,1,1,6,10,0.6,7
Jason Witten,1384,TE,1,LV,1,1,6,10,0.6,7
Damiere Byrd,9964,WR,1,NE,2,1,16,28,0.57,7
Jerry Jeudy,61103,WR,1,DEN,4,2,20,36,0.56,7
Royce Freeman,45747,HB,1,DEN,2,1,5,9,0.56,7
Javon Wims,41406,WR,1,CHI,2,1,8,15,0.53,7
Dalton Keene,61068,TE,1,NE,1,1,8,15,0.53,7
Melvin Gordon III,9448,HB,1,DEN,4,2,12,23,0.52,7
Jace Sternberger,47081,TE,1,GB,1,1,3,6,0.5,7
Anthony Firkser,51837,TE,1,TEN,2,2,7,14,0.5,7
Greg Olsen,3647,TE,1,SEA,3,2,18,36,0.5,7
Kenyan Drake,10707,HB,1,ARI,2,1,7,14,0.5,7
Ian Thomas,42130,TE,1,CAR,1,1,11,23,0.48,7
D.K. Metcalf,47864,WR,1,SEA,4,2,23,54,0.43,7
Carlos Hyde,8692,HB,1,SEA,4,3,8,20,0.4,7
Keelan Cole,51593,WR,1,JAX,2,1,12,31,0.39,7
James White,8765,HB,1,NE,1,1,3,8,0.38,7
Ezekiel Elliott,10638,HB,1,DAL,2,1,6,17,0.35,7
Samaje Perine,11869,HB,1,CIN,1,1,3,12,0.25,7
Gabriel Davis,55410,WR,1,BUF,3,1,11,47,0.23,7
Andy Isabella,47448,WR,1,ARI,3,1,7,31,0.23,7
Brandon Powell,48036,WR,1,ATL,2,1,4,19,0.21,7
Tyler Johnson,48054,WR,1,TB,2,2,4,20,0.2,7
Demarcus Robinson,10760,WR,1,KC,1,1,4,21,0.19,7
Adrian Peterson,3623,HB,1,DET,1,1,1,6,0.17,7
Ronald Jones,34001,HB,1,TB,2,1,2,15,0.13,7
Mike Williams,11762,WR,1,LAC,3,1,4,40,0.1,7
Jakob Johnson,32565,FB,1,NE,1,1,1,10,0.1,7
Odell Beckham Jr.,8647,WR,1,CLE,1,0,0,1,0,7
Trevon Wesco,42018,TE,1,NYJ,1,0,0,2,0,7
Tyrie Cleveland,42134,WR,1,DEN,1,0,0,6,0,7
Rico Gafford,29622,WR,1,LV,1,0,0,4,0,7
Darrius Shepherd,29347,WR,1,GB,1,0,0,15,0,7
Michael Gallup,26075,WR,1,DAL,2,0,0,30,0,7
Jason Huntley,45693,HB,1,PHI,1,0,0,5,0,7
Ito Smith,45932,HB,1,ATL,1,0,0,3,0,7
Adam Trautman,109795,TE,1,NO,1,0,0,9,0,7
Kendrick Bourne,12270,WR,1,SF,1,0,0,15,0,7
Darrell Daniels,12122,TE,1,ARI,1,0,0,13,0,7
Jamal Agnew,11920,WR,1,DET,1,0,0,9,0,7
James Washington,47792,WR,1,PIT,1,0,0,12,0,7
Marquez Valdes-Scantling,47809,WR,1,GB,2,0,0,30,0,7
Hakeem Butler,47928,TE,1,PHI,1,0,0,1,0,7
Marvin Hall,11440,WR,1,DET,1,0,0,5,0,7
Temarrick Hemingway,10811,TE,1,WAS,1,0,0,7,0,7
Jeff Smith,48055,WR,1,NYJ,1,0,0,6,0,7
Malcolm Brown,9902,HB,1,LA,1,0,0,16,0,7
Geoff Swaim,9679,TE,1,TEN,1,0,0,3,0,7
Anthony McFarland Jr.,57289,HB,1,PIT,1,0,0,4,0,7
Devonta Freeman,8738,HB,1,NYG,1,0,0,4,0,7
CeeDee Lamb,61570,WR,1,DAL,5,0,0,20,0,7
Tyron Johnson,34427,WR,1,LAC,1,0,0,5,0,7
Josh Hill,8200,TE,1,NO,1,1,0,1,0,7
Antonio Gibson,78050,HB,1,WAS,1,0,0,8,0,7
Luke Stocker,6256,TE,1,ATL,1,0,0,6,0,7
Gabe Nabers,40117,FB,1,LAC,1,0,0,2,0,7
Chase Claypool,42312,WR,1,PIT,1,1,-2,33,-0.06,7
Derrick Henry,10679,HB,1,TEN,2,2,-3,13,-0.23,7
A.J. Dillon,57165,HB,1,GB,1,1,16,1,16,8
Devontae Booker,10770,HB,1,LV,1,1,17,2,8.5,8
Dalvin Cook,11796,HB,1,MIN,3,2,63,10,6.3,8
Cameron Brate,9207,TE,1,TB,2,2,35,6,5.83,8
Elijhaa Penny,11300,FB,1,NYG,1,1,11,2,5.5,8
Nyheim Hines,48103,HB,1,IND,5,3,54,10,5.4,8
Malcolm Perry,46513,HB,1,MIA,1,1,10,2,5,8
Corey Davis,11760,WR,1,TEN,9,8,128,28,4.57,8
Nick Bellore,6515,FB,1,SEA,1,1,9,2,4.5,8
Stefon Diggs,9579,WR,1,BUF,8,6,92,21,4.38,8
Ashton Dulin,91479,WR,1,IND,1,1,13,3,4.33,8
Taysom Hill,12112,QB,1,NO,2,2,30,7,4.29,8
Mo Alie-Cox,12078,TE,1,IND,4,3,37,9,4.11,8
Auden Tate,48192,WR,1,CIN,7,7,65,16,4.06,8
Julio Jones,6158,WR,1,ATL,10,7,137,34,4.03,8
D.K. Metcalf,47864,WR,1,SEA,15,12,161,41,3.93,8
Justin Jackson,29539,HB,1,LAC,5,3,53,14,3.79,8
Willie Snead IV,8999,WR,1,BAL,6,5,106,29,3.66,8
Marvin Hall,11440,WR,1,DET,6,4,113,32,3.53,8
Robert Tonyan,12193,TE,1,GB,6,5,79,24,3.29,8
Jace Sternberger,47081,TE,1,GB,4,3,46,14,3.29,8
Chad Beebe,21528,WR,1,MIN,1,1,16,5,3.2,8
Travis Kelce,7844,TE,1,KC,10,8,109,35,3.11,8
Mecole Hardman,42683,WR,1,KC,9,7,96,31,3.1,8
Le'Veon Bell,7829,HB,1,KC,3,3,31,10,3.1,8
Tony Pollard,27126,HB,1,DAL,2,2,24,8,3,8
Kyle Juszczyk,7912,FB,1,SF,2,2,21,7,3,8
Javon Wims,41406,WR,1,CHI,1,1,9,3,3,8
James White,8765,HB,1,NE,4,2,35,12,2.92,8
Alvin Kamara,11822,HB,1,NO,12,9,96,33,2.91,8
Calvin Ridley,48262,WR,1,ATL,4,3,42,15,2.8,8
Tee Higgins,61211,WR,1,CIN,9,6,78,28,2.79,8
Cam Akers,57206,HB,1,LA,1,1,19,7,2.71,8
Durham Smythe,47257,TE,1,MIA,2,2,16,6,2.67,8
Isaiah Zuber,26884,WR,1,NE,1,1,13,5,2.6,8
Ronald Jones,34001,HB,1,TB,4,4,23,9,2.56,8
Adrian Peterson,3623,HB,1,DET,1,1,5,2,2.5,8
Tyreek Hill,10799,WR,1,KC,6,4,98,40,2.45,8
Hunter Renfrow,47509,WR,1,LV,4,4,26,11,2.36,8
Travis Fulgham,48023,WR,1,PHI,7,6,78,33,2.36,8
Malik Taylor,94375,WR,1,GB,1,1,26,11,2.36,8
Latavius Murray,7962,HB,1,NO,3,3,14,6,2.33,8
Darrel Williams,13014,HB,1,KC,1,1,7,3,2.33,8
JuJu Smith-Schuster,11817,WR,1,PIT,8,7,67,29,2.31,8
Jesse James,9593,TE,1,DET,1,1,23,10,2.3,8
Mike Williams,11762,WR,1,LAC,9,5,99,43,2.3,8
Demarcus Robinson,10760,WR,1,KC,5,4,63,28,2.25,8
Jarvis Landry,8698,WR,1,CLE,10,4,52,24,2.17,8
Jakeem Grant,10820,WR,1,MIA,2,1,15,7,2.14,8
Brandon Aiyuk,84109,WR,1,SF,10,8,91,43,2.12,8
Sterling Shepard,10674,WR,1,NYG,10,8,74,35,2.11,8
Jason Witten,1384,TE,1,LV,2,2,21,10,2.1,8
Van Jefferson,47447,WR,1,LA,2,2,23,11,2.09,8
Jakobi Meyers,47468,WR,1,NE,8,6,58,28,2.07,8
Devin Duvernay,40006,WR,1,BAL,2,1,39,19,2.05,8
DaeSean Hamilton,45416,WR,1,DEN,5,4,82,41,2,8
Jordan Wilkins,26618,HB,1,IND,1,1,24,12,2,8
Ryan Izzo,47327,TE,1,NE,3,2,24,12,2,8
Anthony Firkser,51837,TE,1,TEN,3,2,36,18,2,8
Ty Johnson,45769,HB,1,NYJ,1,1,6,3,2,8
Kendrick Bourne,12270,WR,1,SF,10,8,81,41,1.98,8
Allen Robinson II,8696,WR,1,CHI,7,6,87,45,1.93,8
Tyler Boyd,10689,WR,1,CIN,7,6,67,35,1.91,8
T.J. Hockenson,40912,TE,1,DET,9,7,65,34,1.91,8
Jerick McKinnon,8731,HB,1,SF,4,4,40,21,1.9,8
Anthony Miller,48160,WR,1,CHI,11,8,73,39,1.87,8
Troymaine Pope,11473,HB,1,LAC,7,5,28,15,1.87,8
Vyncint Smith,66957,WR,1,NYJ,1,1,13,7,1.86,8
Justin Jefferson,61398,WR,1,MIN,4,3,26,14,1.86,8
Jerry Jeudy,61103,WR,1,DEN,10,4,73,40,1.83,8
Hayden Hurst,47294,TE,1,ATL,7,5,54,30,1.8,8
Adam Thielen,8288,WR,1,MIN,4,3,27,15,1.8,8
Cooper Kupp,11824,WR,1,LA,19,11,110,62,1.77,8
George Kittle,11901,TE,1,SF,4,2,39,22,1.77,8
Josh Hill,8200,TE,1,NO,1,1,7,4,1.75,8
Eric Ebron,8645,TE,1,PIT,5,4,48,28,1.71,8
Marcus Johnson,11074,WR,1,IND,4,2,39,23,1.7,8
D.J. Moore,48267,WR,1,CAR,6,2,55,33,1.67,8
Austin Carr,12215,WR,1,NO,1,1,10,6,1.67,8
Khari Blasingame,44889,FB,1,TEN,1,1,5,3,1.67,8
Tyler Johnson,48054,WR,1,TB,2,2,35,21,1.67,8
Darrell Henderson,41193,HB,1,LA,2,1,11,7,1.57,8
Evan Engram,11778,TE,1,NYG,8,5,61,39,1.56,8
Jared Cook,5012,TE,1,NO,7,5,51,33,1.55,8
Danny Amendola,4717,WR,1,DET,4,3,54,35,1.54,8
Miles Boykin,48209,WR,1,BAL,3,2,20,13,1.54,8
Michael Gallup,26075,WR,1,DAL,12,7,61,40,1.53,8
Darnell Mooney,48236,WR,1,CHI,6,5,69,45,1.53,8
Rob Gronkowski,5567,TE,1,TB,4,4,41,27,1.52,8
Kerryon Johnson,34455,HB,1,DET,2,2,15,10,1.5,8
Robby Anderson,11254,WR,1,CAR,8,5,48,32,1.5,8
Robert Woods,7822,WR,1,LA,7,7,85,57,1.49,8
Dalton Schultz,47304,TE,1,DAL,8,6,53,36,1.47,8
Zach Pascal,12303,WR,1,IND,6,3,44,30,1.47,8
Keenan Allen,7857,WR,1,LAC,11,9,67,46,1.46,8
David Njoku,11784,TE,1,CLE,3,1,19,13,1.46,8
Mike Evans,8642,WR,1,TB,7,5,55,38,1.45,8
Chase Claypool,42312,WR,1,PIT,8,5,42,29,1.45,8
Noah Fant,42388,TE,1,DEN,9,7,47,33,1.42,8
Damiere Byrd,9964,WR,1,NE,3,3,39,28,1.39,8
Jonnu Smith,11855,TE,1,TEN,2,2,29,21,1.38,8
Irv Smith Jr.,42060,TE,1,MIN,1,1,16,12,1.33,8
Cole Beasley,7330,WR,1,BUF,2,2,24,18,1.33,8
Kyle Rudolph,6195,TE,1,MIN,1,1,12,9,1.33,8
Jack Doyle,8520,TE,1,IND,3,2,18,14,1.29,8
Wayne Gallman,11895,HB,1,NYG,1,1,18,14,1.29,8
Darius Slayton,25578,WR,1,NYG,9,5,56,44,1.27,8
Davante Adams,8688,WR,1,GB,11,7,53,42,1.26,8
D'Ernest Johnson,45734,HB,1,CLE,1,1,5,4,1.25,8
Tommylee Lewis,11231,WR,1,NO,1,1,5,4,1.25,8
Jaydon Mickens,11371,WR,1,TB,7,5,36,29,1.24,8
Denzel Mims,47800,WR,1,NYJ,3,2,42,34,1.24,8
David Moore,11981,WR,1,SEA,3,3,18,15,1.2,8
Chris Manhertz,10211,TE,1,CAR,1,1,6,5,1.2,8
Golden Tate,5585,WR,1,NYG,3,2,31,26,1.19,8
Gerald Everett,11799,TE,1,LA,8,5,32,28,1.14,8
Levine Toilolo,7915,TE,1,NYG,2,1,9,8,1.13,8
Darren Waller,9637,TE,1,LV,6,5,28,25,1.12,8
Braxton Berrios,47961,WR,1,NYJ,10,8,34,31,1.1,8
Mark Andrews,47436,TE,1,BAL,6,3,32,29,1.1,8
Harrison Bryant,26394,TE,1,CLE,3,3,25,23,1.09,8
Will Dissly,30762,TE,1,SEA,1,1,17,16,1.06,8
Tre'Quan Smith,48228,WR,1,NO,7,5,43,41,1.05,8
Curtis Samuel,11795,WR,1,CAR,5,4,31,30,1.03,8
Trent Taylor,11932,WR,1,SF,4,3,32,32,1,8
Gabe Nabers,40117,FB,1,LAC,1,1,2,2,1,8
John Brown,8726,WR,1,BUF,2,1,21,21,1,8
Scotty Miller,47481,WR,1,TB,6,3,35,35,1,8
Myles Gaskin,45914,HB,1,MIA,6,3,16,16,1,8
Ian Thomas,42130,TE,1,CAR,3,3,28,28,1,8
Ryan Nall,45753,FB,1,CHI,1,1,2,2,1,8
James Conner,11860,HB,1,PIT,3,3,13,13,1,8
Giovani Bernard,7818,HB,1,CIN,4,3,16,17,0.94,8
Russell Gage,44771,WR,1,ATL,3,2,25,27,0.93,8
Byron Pringle,42345,WR,1,KC,4,3,22,24,0.92,8
Tyler Kroft,9518,TE,1,BUF,1,1,11,12,0.92,8
Jalen Richard,11395,HB,1,LV,1,1,12,13,0.92,8
Brian Hill,11911,HB,1,ATL,3,2,9,10,0.9,8
CeeDee Lamb,61570,WR,1,DAL,5,4,27,30,0.9,8
Jeff Smith,48055,WR,1,NYJ,9,3,29,33,0.88,8
D'Andre Swift,57212,HB,1,DET,4,3,22,25,0.88,8
Melvin Gordon III,9448,HB,1,DEN,6,6,21,24,0.88,8
Hunter Henry,10669,TE,1,LAC,4,4,33,39,0.85,8
Tyler Lockett,9502,WR,1,SEA,6,4,33,40,0.83,8
Jonathan Taylor,57488,HB,1,IND,2,2,9,11,0.82,8
Marvin Jones Jr.,7158,WR,1,DET,7,3,39,48,0.81,8
Josh Reynolds,11872,WR,1,LA,8,4,44,55,0.8,8
Kalif Raymond,11028,WR,1,TEN,1,1,11,14,0.79,8
Isaiah Ford,11991,WR,1,MIA,1,1,10,13,0.77,8
A.J. Brown,48327,WR,1,TEN,7,4,24,32,0.75,8
Jamaal Williams,11889,HB,1,GB,6,6,27,36,0.75,8
Devin Singletary,40485,HB,1,BUF,1,1,6,8,0.75,8
Albert Okwuegbunam,41933,TE,1,DEN,1,1,9,12,0.75,8
Christian Blake,47900,WR,1,ATL,2,2,14,19,0.74,8
Equanimeous St. Brown,47967,WR,1,GB,3,1,12,17,0.71,8
Leonard Fournette,11759,HB,1,TB,5,3,19,27,0.7,8
Jalen Reagor,61697,WR,1,PHI,6,3,16,23,0.7,8
Deonte Harris,91470,WR,1,NO,3,3,19,29,0.66,8
Preston Williams,38855,WR,1,MIA,5,2,15,23,0.65,8
Tyler Ervin,10753,WR,1,GB,3,1,7,11,0.64,8
Malcolm Brown,9902,HB,1,LA,2,2,17,27,0.63,8
Nick Keizer,66940,TE,1,KC,1,1,5,8,0.63,8
Rashard Higgins,10806,WR,1,CLE,3,1,14,23,0.61,8
Dallas Goedert,47272,TE,1,PHI,1,1,15,25,0.6,8
Trey Burton,9185,TE,1,IND,4,3,9,15,0.6,8
A.J. Green,6156,WR,1,CIN,5,2,19,33,0.58,8
Tyler Higbee,10744,TE,1,LA,4,2,14,24,0.58,8
Dion Lewis,6301,HB,1,NYG,2,2,8,14,0.57,8
Rex Burkhead,7971,HB,1,NE,1,1,5,9,0.56,8
Deon Yelder,29556,TE,1,KC,1,1,5,9,0.56,8
Mike Davis,9559,HB,1,CAR,2,1,11,20,0.55,8
Darrius Shepherd,29347,WR,1,GB,1,1,6,11,0.55,8
DeeJay Dallas,55632,HB,1,SEA,5,5,17,31,0.55,8
Marquez Valdes-Scantling,47809,WR,1,GB,1,1,19,36,0.53,8
T.Y. Hilton,7092,WR,1,IND,2,2,9,17,0.53,8
Ross Dwelley,20994,TE,1,SF,3,1,16,30,0.53,8
David Montgomery,45719,HB,1,CHI,5,2,16,32,0.5,8
Jacob Hollister,12051,TE,1,SEA,2,1,6,12,0.5,8
Jimmy Graham,5619,TE,1,CHI,7,2,13,27,0.48,8
Mike Gesicki,47153,TE,1,MIA,2,1,8,17,0.47,8
Boston Scott,39462,HB,1,PHI,2,2,9,19,0.47,8
Clyde Edwards-Helaire,57279,HB,1,KC,3,3,10,24,0.42,8
Cethan Carter,47149,TE,1,CIN,1,1,2,5,0.4,8
La'Mical Perine,26408,HB,1,NYJ,2,2,6,16,0.38,8
J.K. Dobbins,57366,HB,1,BAL,2,1,8,22,0.36,8
Corey Clement,12253,HB,1,PHI,2,1,4,11,0.36,8
Kareem Hunt,11841,HB,1,CLE,3,2,7,21,0.33,8
Kaden Smith,40973,TE,1,NYG,2,1,6,18,0.33,8
Ray-Ray McCloud III,47895,WR,1,PIT,1,1,6,18,0.33,8
K.J. Hamler,61590,WR,1,DEN,3,3,13,39,0.33,8
