player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr,week
Stefon Diggs,9579,WR,1,BUF,9,8,86,52,1.65,1
Calvin Ridley,48262,WR,1,ATL,12,9,130,50,2.6,1
John Brown,8726,WR,1,BUF,8,6,70,50,1.4,1
DeAndre Hopkins,7808,WR,1,ARI,16,14,151,49,3.08,1
Julio Jones,6158,WR,1,ATL,12,9,157,47,3.34,1
Marvin Jones Jr.,7158,WR,1,DET,8,4,55,47,1.17,1
Russell Gage,44771,WR,1,ATL,12,9,114,46,2.48,1
Hayden Hurst,47294,TE,1,ATL,5,3,38,45,0.84,1
Christian Kirk,47546,WR,1,ARI,4,1,0,45,0,1
Davante Adams,8688,WR,1,GB,17,14,156,43,3.63,1
Amari Cooper,9437,WR,1,DAL,13,10,81,43,1.88,1
Michael Gallup,26075,WR,1,DAL,3,3,50,43,1.16,1
Evan Engram,11778,TE,1,NYG,7,2,9,43,0.21,1
Darius Slayton,25578,WR,1,NYG,8,6,102,42,2.43,1
Sterling Shepard,10674,WR,1,NYG,6,6,47,42,1.12,1
Larry Fitzgerald,1724,WR,1,ARI,5,4,34,41,0.83,1
CeeDee Lamb,61570,WR,1,DAL,7,5,59,40,1.48,1
T.Y. Hilton,7092,WR,1,IND,9,4,53,40,1.33,1
Corey Davis,11760,WR,1,TEN,8,7,101,39,2.59,1
D.K. Metcalf,47864,WR,1,SEA,7,4,95,39,2.44,1
Chris Godwin,11839,WR,1,TB,7,6,79,39,2.03,1
Parris Campbell,47940,WR,1,IND,9,6,71,39,1.82,1
A.J. Brown,48327,WR,1,TEN,7,5,39,39,1,1
Tyler Boyd,10689,WR,1,CIN,5,4,33,39,0.85,1
Breshad Perriman,9459,WR,1,NYJ,5,3,17,39,0.44,1
Mike Evans,8642,WR,1,TB,4,1,2,39,0.05,1
Jamison Crowder,9538,WR,1,NYJ,12,7,115,38,3.03,1
Tyler Lockett,9502,WR,1,SEA,8,8,92,38,2.42,1
Allen Lazard,48135,WR,1,GB,4,4,63,38,1.66,1
Cole Beasley,7330,WR,1,BUF,7,4,58,37,1.57,1
D.J. Moore,48267,WR,1,CAR,9,4,54,37,1.46,1
Zach Ertz,7816,TE,1,PHI,7,3,18,37,0.49,1
John Ross,11764,WR,1,CIN,5,2,17,37,0.46,1
Chris Hogan,6468,WR,1,NYJ,4,1,0,37,0,1
Allen Robinson II,8696,WR,1,CHI,9,5,74,36,2.06,1
JuJu Smith-Schuster,11817,WR,1,PIT,6,6,69,36,1.92,1
Terry McLaurin,48229,WR,1,WAS,7,5,61,36,1.69,1
Kendrick Bourne,12270,WR,1,SF,5,2,34,36,0.94,1
Robby Anderson,11254,WR,1,CAR,8,6,115,35,3.29,1
Quintez Cephus,29614,WR,1,DET,9,3,43,35,1.23,1
Diontae Johnson,33441,WR,1,PIT,10,6,57,34,1.68,1
Steven Sims,48341,WR,1,WAS,3,3,50,34,1.47,1
Christian McCaffrey,11763,HB,1,CAR,4,3,38,34,1.12,1
Randall Cobb,6216,WR,1,HOU,3,2,23,34,0.68,1
Jarvis Landry,8698,WR,1,CLE,6,5,61,33,1.85,1
Jack Doyle,8520,TE,1,IND,4,3,49,33,1.48,1
Adam Humphries,10075,WR,1,TEN,6,6,47,33,1.42,1
Preston Williams,38855,WR,1,MIA,6,2,41,33,1.24,1
Odell Beckham Jr.,8647,WR,1,CLE,10,3,22,33,0.67,1
Will Fuller V,10655,WR,1,HOU,11,8,112,32,3.5,1
Scotty Miller,47481,WR,1,TB,5,5,73,32,2.28,1
Saquon Barkley,45791,HB,1,NYG,9,6,60,32,1.88,1
Jordan Akins,47050,TE,1,HOU,2,2,39,32,1.22,1
David Johnson,9519,HB,1,HOU,4,3,32,32,1,1
Adam Thielen,8288,WR,1,MIN,8,6,110,31,3.55,1
Dallas Goedert,47272,TE,1,PHI,9,8,101,31,3.26,1
Danny Amendola,4717,WR,1,DET,7,5,81,31,2.61,1
C.J. Uzomah,9590,TE,1,CIN,5,4,45,31,1.45,1
George Kittle,11901,TE,1,SF,5,4,44,31,1.42,1
Keenan Allen,7857,WR,1,LAC,7,4,37,31,1.19,1
Logan Thomas,8755,TE,1,WAS,8,4,37,31,1.19,1
Jimmy Graham,5619,TE,1,CHI,6,3,25,31,0.81,1
Zach Pascal,12303,WR,1,IND,3,2,18,31,0.58,1
Michael Thomas,10681,WR,1,NO,5,3,17,31,0.55,1
Dante Pettis,48113,WR,1,SF,1,0,0,31,0,1
Mike Williams,11762,WR,1,LAC,8,4,69,30,2.3,1
Jalen Reagor,61697,WR,1,PHI,4,1,55,30,1.83,1
A.J. Green,6156,WR,1,CIN,9,5,51,30,1.7,1
Travis Kelce,7844,TE,1,KC,6,6,50,30,1.67,1
DeSean Jackson,4363,WR,1,PHI,6,2,46,30,1.53,1
Tyreek Hill,10799,WR,1,KC,6,5,46,30,1.53,1
Cooper Kupp,11824,WR,1,LA,4,4,40,30,1.33,1
Dan Arnold,51842,TE,1,ARI,2,2,21,30,0.7,1
Robert Woods,7822,WR,1,LA,6,6,105,29,3.62,1
Marquez Valdes-Scantling,47809,WR,1,GB,6,4,96,29,3.31,1
Hunter Henry,10669,TE,1,LAC,8,5,73,29,2.52,1
Curtis Samuel,11795,WR,1,CAR,7,5,38,29,1.31,1
DaeSean Hamilton,45416,WR,1,DEN,2,1,18,29,0.62,1
Isaiah Ford,11991,WR,1,MIA,5,2,13,29,0.45,1
Sammy Watkins,8639,WR,1,KC,9,7,82,28,2.93,1
Jerry Jeudy,61103,WR,1,DEN,9,4,56,28,2,1
T.J. Hockenson,40912,TE,1,DET,5,5,56,28,2,1
Nyheim Hines,48103,HB,1,IND,8,8,45,28,1.61,1
Ezekiel Elliott,10638,HB,1,DAL,4,3,31,28,1.11,1
Tim Patrick,12087,WR,1,DEN,5,4,29,28,1.04,1
Austin Hooper,10715,TE,1,CLE,2,2,15,28,0.54,1
Darren Waller,9637,TE,1,LV,7,6,45,27,1.67,1
Jonnu Smith,11855,TE,1,TEN,7,4,36,27,1.33,1
Mike Gesicki,47153,TE,1,MIA,5,3,30,27,1.11,1
Dawson Knox,35883,TE,1,BUF,3,2,26,27,0.96,1
Dontrelle Inman,6597,WR,1,WAS,5,2,21,27,0.78,1
Ian Thomas,42130,TE,1,CAR,2,2,16,27,0.59,1
Mark Andrews,47436,TE,1,BAL,6,5,58,26,2.23,1
Miles Boykin,48209,WR,1,BAL,4,3,37,26,1.42,1
Justin Jefferson,61398,WR,1,MIN,3,2,26,26,1,1
D.J. Chark Jr.,47702,WR,1,JAX,3,3,25,26,0.96,1
Devin Singletary,40485,HB,1,BUF,7,5,23,26,0.88,1
James Washington,47792,WR,1,PIT,3,2,34,25,1.36,1
Greg Ward,12258,WR,1,PHI,7,5,31,25,1.24,1
Kenyan Drake,10707,HB,1,ARI,2,2,5,25,0.2,1
Tre'Quan Smith,48228,WR,1,NO,1,1,4,25,0.16,1
Marquise Brown,61568,WR,1,BAL,6,5,101,24,4.21,1
Noah Fant,42388,TE,1,DEN,6,5,81,24,3.38,1
Boston Scott,39462,HB,1,PHI,2,2,19,24,0.79,1
Eric Ebron,8645,TE,1,PIT,2,1,18,24,0.75,1
Dalton Schultz,47304,TE,1,DAL,4,1,11,24,0.46,1
Michael Pittman Jr.,29049,WR,1,IND,2,2,10,24,0.42,1
Jared Cook,5012,TE,1,NO,6,5,80,23,3.48,1
Alvin Kamara,11822,HB,1,NO,7,5,51,23,2.22,1
Jalen Guyton,34164,WR,1,LAC,1,1,16,23,0.7,1
Emmanuel Sanders,5606,WR,1,NO,5,3,15,23,0.65,1
D'Andre Swift,57212,HB,1,DET,5,3,15,23,0.65,1
Anthony Miller,48160,WR,1,CHI,6,4,76,22,3.45,1
Henry Ruggs III,61102,WR,1,LV,5,3,55,22,2.5,1
Keelan Cole,51593,WR,1,JAX,5,5,47,22,2.14,1
Tyler Higbee,10744,TE,1,LA,4,3,40,22,1.82,1
Chris Herndon,47164,TE,1,NYJ,7,6,37,22,1.68,1
Myles Gaskin,45914,HB,1,MIA,4,4,26,22,1.18,1
David Moore,11981,WR,1,SEA,2,2,25,22,1.14,1
Greg Olsen,3647,TE,1,SEA,4,4,24,22,1.09,1
Gabriel Davis,55410,WR,1,BUF,2,2,16,22,0.73,1
Anthony Firkser,51837,TE,1,TEN,2,2,5,22,0.23,1
Austin Ekeler,12164,HB,1,LAC,1,1,3,22,0.14,1
Malcolm Brown,9902,HB,1,LA,4,3,31,21,1.48,1
Jakeem Grant,10820,WR,1,MIA,3,3,25,21,1.19,1
KhaDarel Hodge,26104,WR,1,CLE,3,1,12,21,0.57,1
Rob Gronkowski,5567,TE,1,TB,3,2,11,21,0.52,1
J.D. McKissic,11047,HB,1,WAS,5,1,1,21,0.05,1
Willie Snead IV,8999,WR,1,BAL,4,4,64,20,3.2,1
Olabisi Johnson,47882,WR,1,MIN,4,3,56,20,2.8,1
Zack Moss,40341,HB,1,BUF,4,3,16,20,0.8,1
Derrick Henry,10679,HB,1,TEN,3,3,15,20,0.75,1
Bryan Edwards,28486,WR,1,LV,1,1,9,20,0.45,1
LeSean McCoy,4976,HB,1,TB,1,1,2,20,0.1,1
Julian Edelman,5156,WR,1,NE,6,5,57,19,3,1
N'Keal Harry,48297,WR,1,NE,5,5,39,19,2.05,1
O.J. Howard,11774,TE,1,TB,6,4,36,19,1.89,1
Le'Veon Bell,7829,HB,1,NYJ,2,2,32,19,1.68,1
Brandin Cooks,8655,WR,1,HOU,4,2,20,19,1.05,1
Aaron Jones,11937,HB,1,GB,6,4,10,19,0.53,1
Jaylen Samuels,47297,HB,1,PIT,1,1,1,19,0.05,1
John Hightower,84142,WR,1,PHI,4,1,-2,19,-0.11,1
Chris Carson,12004,HB,1,SEA,6,6,45,18,2.5,1
Laviska Shenault Jr.,61220,WR,1,JAX,4,3,37,18,2.06,1
Hunter Renfrow,47509,WR,1,LV,2,2,21,18,1.17,1
Mo Alie-Cox,12078,TE,1,IND,2,2,20,18,1.11,1
C.J. Board,12088,WR,1,NYG,2,2,17,18,0.94,1
Melvin Gordon III,9448,HB,1,DEN,3,3,8,18,0.44,1
Tarik Cohen,11874,HB,1,CHI,2,2,6,18,0.33,1
Raheem Mostert,9783,HB,1,SF,5,4,95,17,5.59,1
Josh Jacobs,45953,HB,1,LV,5,4,46,17,2.71,1
Van Jefferson,47447,WR,1,LA,3,1,31,17,1.82,1
Demarcus Robinson,10760,WR,1,KC,6,3,20,17,1.18,1
Josh Reynolds,11872,WR,1,LA,1,1,17,17,1,1
Blake Jarwin,12320,TE,1,DAL,1,1,12,17,0.71,1
Joe Mixon,11803,HB,1,CIN,1,1,2,17,0.12,1
Ito Smith,45932,HB,1,ATL,3,3,2,17,0.12,1
Kenny Stills,7926,WR,1,HOU,2,0,0,17,0,1
Clyde Edwards-Helaire,57279,HB,1,KC,1,0,0,17,0,1
Ryan Izzo,47327,TE,1,NE,1,1,25,16,1.56,1
Irv Smith Jr.,42060,TE,1,MIN,1,1,11,16,0.69,1
Tyler Eifert,7802,TE,1,JAX,1,1,8,16,0.5,1
Nick Chubb,45783,HB,1,CLE,1,1,6,16,0.38,1
Vance McDonald,7836,TE,1,PIT,2,1,3,16,0.19,1
Ted Ginn Jr.,3625,WR,1,CHI,1,0,0,16,0,1
Kyle Juszczyk,7912,FB,1,SF,2,1,41,15,2.73,1
Kyle Rudolph,6195,TE,1,MIN,2,2,28,15,1.87,1
Jamaal Williams,11889,HB,1,GB,4,4,21,15,1.4,1
Chase Edmonds,45851,HB,1,ARI,5,3,19,15,1.27,1
Harrison Bryant,26394,TE,1,CLE,2,1,5,15,0.33,1
Corey Clement,12253,HB,1,PHI,2,2,2,15,0.13,1
Maxx Williams,9488,TE,1,ARI,1,0,0,15,0,1
David Montgomery,45719,HB,1,CHI,2,1,10,14,0.71,1
Trent Taylor,11932,WR,1,SF,5,2,7,14,0.5,1
Todd Gurley II,9443,HB,1,ATL,3,2,1,14,0.07,1
Dalvin Cook,11796,HB,1,MIN,2,1,-2,14,-0.14,1
Jerick McKinnon,8731,HB,1,SF,5,3,20,13,1.54,1
Kaden Smith,40973,TE,1,NYG,2,2,17,13,1.31,1
Kareem Hunt,11841,HB,1,CLE,5,4,9,13,0.69,1
Brian Hill,11911,HB,1,ATL,2,2,8,13,0.62,1
Javon Wims,41406,WR,1,CHI,2,1,1,13,0.08,1
Jonathan Taylor,57488,HB,1,IND,6,6,67,12,5.58,1
DeVante Parker,9447,WR,1,MIA,4,4,47,12,3.92,1
Darnell Mooney,48236,WR,1,CHI,3,3,38,12,3.17,1
Marvin Hall,11440,WR,1,DET,2,1,26,12,2.17,1
Freddie Swain,26448,WR,1,SEA,1,1,17,12,1.42,1
Chris Thompson,7936,HB,1,JAX,2,2,6,12,0.5,1
Nick Boyle,9604,TE,1,BAL,3,2,3,12,0.25,1
Alexander Mattison,45817,HB,1,MIN,4,4,30,11,2.73,1
James Robinson,22425,HB,1,JAX,1,1,28,11,2.55,1
Giovani Bernard,7818,HB,1,CIN,5,4,21,11,1.91,1
Ronald Jones,34001,HB,1,TB,3,2,16,11,1.45,1
Mecole Hardman,42683,WR,1,KC,1,1,6,11,0.55,1
David Njoku,11784,TE,1,CLE,3,3,50,10,5,1
Darren Fells,8549,TE,1,HOU,2,2,19,10,1.9,1
Mike Thomas,10840,WR,1,CIN,3,2,17,10,1.7,1
Josiah Deguara,47034,TE,1,GB,2,1,12,10,1.2,1
Darrel Williams,13014,HB,1,KC,2,2,7,10,0.7,1
Cam Akers,57206,HB,1,LA,1,1,4,10,0.4,1
Chris Manhertz,10211,TE,1,CAR,1,1,4,10,0.4,1
Josh Hill,8200,TE,1,NO,1,0,0,10,0,1
Adrian Peterson,3623,HB,1,DET,3,3,21,9,2.33,1
Josh Adams,45662,HB,1,NYJ,2,2,14,9,1.56,1
Rashard Higgins,10806,WR,1,CLE,1,1,9,9,1,1
Will Dissly,30762,TE,1,SEA,2,2,8,9,0.89,1
James Conner,11860,HB,1,PIT,4,2,8,9,0.89,1
DeAndre Carter,9859,WR,1,HOU,2,1,8,9,0.89,1
Tony Pollard,27126,HB,1,DAL,3,2,22,8,2.75,1
Levine Toilolo,7915,TE,1,NYG,1,1,13,8,1.63,1
Antonio Gibson,78050,HB,1,WAS,2,2,8,8,1,1
Gerald Everett,11799,TE,1,LA,2,1,7,8,0.88,1
Drew Sample,47259,TE,1,CIN,1,1,7,8,0.88,1
Chris Conley,9509,WR,1,JAX,1,1,6,8,0.75,1
James O'Shaughnessy,9606,TE,1,JAX,1,1,0,8,0,1
Cole Kmet,60995,TE,1,CHI,1,0,0,8,0,1
Kalif Raymond,11028,WR,1,TEN,2,0,0,8,0,1
Nick Vannett,10728,TE,1,DEN,2,1,-6,8,-0.75,1
Chase Claypool,42312,WR,1,PIT,2,2,39,7,5.57,1
Marlon Mack,11898,HB,1,IND,3,3,30,7,4.29,1
Nelson Agholor,9453,WR,1,LV,1,1,23,7,3.29,1
Isaiah McKenzie,11927,WR,1,BUF,3,3,17,7,2.43,1
Justin Watson,66915,WR,1,TB,2,1,6,7,0.86,1
Travis Homer,45859,HB,1,SEA,2,2,4,7,0.57,1
Jason Witten,1384,TE,1,LV,1,1,2,7,0.29,1
Benny Snell Jr.,45954,HB,1,PIT,1,0,0,7,0,1
Jake Butt,11900,TE,1,DEN,2,1,0,7,0,1
James White,8765,HB,1,NE,3,3,30,6,5,1
Cordarrelle Patterson,7810,WR,1,CHI,1,1,12,6,2,1
Phillip Lindsay,12660,HB,1,DEN,1,1,11,6,1.83,1
Jacob Hollister,12051,TE,1,SEA,1,1,9,6,1.5,1
Tyler Ervin,10753,HB,1,GB,1,1,6,6,1,1
Jamal Agnew,11920,HB,1,DET,1,0,0,6,0,1
Luke Stocker,6256,TE,1,ATL,1,0,0,6,0,1
Collin Johnson,47808,WR,1,JAX,1,1,14,5,2.8,1
Jordan Reed,7866,TE,1,SF,2,2,12,5,2.4,1
Virgil Green,6356,TE,1,LAC,2,1,10,5,2,1
MyCole Pruitt,9576,TE,1,TEN,1,1,1,5,0.2,1
Jace Sternberger,47081,TE,1,GB,1,0,0,5,0,1
Tajae Sharpe,10774,WR,1,MIN,1,0,0,5,0,1
Duke Johnson Jr.,9510,HB,1,HOU,1,0,0,5,0,1
Deonte Harris,91470,WR,1,NO,1,1,17,4,4.25,1
Devin Duvernay,40006,WR,1,BAL,1,1,12,4,3,1
Patrick Ricard,48862,FB,1,BAL,1,1,9,4,2.25,1
Tyrie Cleveland,42134,WR,1,DEN,1,1,7,4,1.75,1
Khari Blasingame,44889,FB,1,TEN,1,1,5,4,1.25,1
Seth Roberts,9079,WR,1,CAR,2,1,5,4,1.25,1
Demetrius Harris,8524,TE,1,CHI,1,0,0,4,0,1
Devontae Booker,10770,HB,1,LV,3,3,23,3,7.67,1
Jalen Richard,11395,HB,1,LV,1,1,15,3,5,1
Taysom Hill,12112,QB,1,NO,1,1,14,3,4.67,1
Leonard Fournette,11759,HB,1,TB,1,1,14,3,4.67,1
Latavius Murray,7962,HB,1,NO,1,0,0,3,0,1
Dion Lewis,6301,HB,1,NYG,1,0,0,3,0,1
Wayne Gallman,11895,HB,1,NYG,1,1,14,2,7,1
Royce Freeman,45747,HB,1,DEN,1,1,12,2,6,1
Patrick Laird,28219,HB,1,MIA,2,2,9,2,4.5,1
Tevin Coleman,9506,HB,1,SF,2,1,6,2,3,1
J.J. Taylor,25512,HB,1,NE,1,1,4,2,2,1
Bruce Miller,6363,FB,1,JAX,1,1,2,2,1,1
Cameron Brate,9207,TE,1,TB,1,0,0,2,0,1
Isaiah McKenzie,11927,WR,1,BUF,2,2,47,3,15.67,2
Mo Alie-Cox,12078,TE,1,IND,6,5,111,16,6.94,2
Chase Claypool,42312,WR,1,PIT,3,3,88,13,6.77,2
Andy Isabella,47448,WR,1,ARI,3,2,67,10,6.7,2
Devin Duvernay,40006,WR,1,BAL,1,1,19,3,6.33,2
Stefon Diggs,9579,WR,1,BUF,13,8,153,29,5.28,2
Jonnu Smith,11855,TE,1,TEN,5,4,84,16,5.25,2
Aaron Jones,11937,HB,1,GB,8,4,68,13,5.23,2
Anthony Firkser,51837,TE,1,TEN,4,4,45,9,5,2
Noah Brown,11993,WR,1,DAL,2,2,28,6,4.67,2
Mike Davis,9559,HB,1,CAR,8,8,74,16,4.63,2
Julian Edelman,5156,WR,1,NE,11,8,179,39,4.59,2
Alvin Kamara,11822,HB,1,NO,9,9,95,21,4.52,2
Joshua Kelley,13750,HB,1,LAC,2,2,49,11,4.45,2
Darrell Henderson,41193,HB,1,LA,3,2,40,9,4.44,2
D'Andre Swift,57212,HB,1,DET,5,5,60,14,4.29,2
Ty Montgomery,9527,HB,1,NO,3,2,25,6,4.17,2
Mike Gesicki,47153,TE,1,MIA,10,8,130,32,4.06,2
Josh Hill,8200,TE,1,NO,2,1,16,4,4,2
Bobby Massie,7112,T,1,CHI,1,1,4,1,4,2
Raheem Mostert,9783,HB,1,SF,2,2,15,4,3.75,2
James O'Shaughnessy,9606,TE,1,JAX,4,4,40,11,3.64,2
Tyler Higbee,10744,TE,1,LA,5,5,54,15,3.6,2
C.J. Board,12088,WR,1,NYG,3,3,32,9,3.56,2
Odell Beckham Jr.,8647,WR,1,CLE,6,4,74,21,3.52,2
Mike Evans,8642,WR,1,TB,10,7,104,30,3.47,2
Terry McLaurin,48229,WR,1,WAS,9,7,125,36,3.47,2
Dawson Knox,35883,TE,1,BUF,3,1,38,11,3.45,2
Courtland Sutton,48164,WR,1,DEN,6,3,66,20,3.3,2
KhaDarel Hodge,26104,WR,1,CLE,2,2,39,12,3.25,2
Van Jefferson,47447,WR,1,LA,4,4,45,14,3.21,2
David Moore,11981,WR,1,SEA,3,3,48,15,3.2,2
Cooper Kupp,11824,WR,1,LA,6,5,81,26,3.12,2
Boston Scott,39462,HB,1,PHI,3,3,24,8,3,2
Ashton Dulin,91479,WR,1,IND,1,1,6,2,3,2
David Montgomery,45719,HB,1,CHI,3,3,45,15,3,2
Cole Kmet,60995,TE,1,CHI,1,1,12,4,3,2
Darren Waller,9637,TE,1,LV,16,12,103,35,2.94,2
Sterling Shepard,10674,WR,1,NYG,4,2,29,10,2.9,2
Austin Ekeler,12164,HB,1,LAC,4,4,55,19,2.89,2
LeSean McCoy,4976,HB,1,TB,7,5,26,9,2.89,2
Robby Anderson,11254,WR,1,CAR,10,9,109,38,2.87,2
Calvin Ridley,48262,WR,1,ATL,9,7,109,38,2.87,2
Adam Trautman,109795,TE,1,NO,1,1,17,6,2.83,2
Hunter Henry,10669,TE,1,LAC,8,6,83,30,2.77,2
D.J. Moore,48267,WR,1,CAR,13,8,120,44,2.73,2
D.K. Metcalf,47864,WR,1,SEA,6,4,92,34,2.71,2
Marquez Valdes-Scantling,47809,WR,1,GB,7,3,64,24,2.67,2
Marvin Hall,11440,WR,1,DET,2,1,24,9,2.67,2
Keenan Allen,7857,WR,1,LAC,10,7,96,36,2.67,2
Jordan Reed,7866,TE,1,SF,8,7,50,19,2.63,2
Freddie Swain,26448,WR,1,SEA,1,1,21,8,2.63,2
CeeDee Lamb,61570,WR,1,DAL,8,6,106,41,2.59,2
Chris Hogan,6468,WR,1,NYJ,8,6,75,29,2.59,2
Kendrick Bourne,12270,WR,1,SF,5,4,67,26,2.58,2
Tevin Coleman,9506,HB,1,SF,2,2,28,11,2.55,2
Tre'Quan Smith,48228,WR,1,NO,7,5,86,34,2.53,2
Cole Beasley,7330,WR,1,BUF,6,5,70,28,2.5,2
Jerry Jeudy,61103,WR,1,DEN,7,4,62,25,2.48,2
T.J. Hockenson,40912,TE,1,DET,4,4,62,25,2.48,2
Dalton Schultz,47304,TE,1,DAL,10,9,88,36,2.44,2
Blake Bell,9550,TE,1,DAL,2,2,34,14,2.43,2
Jarvis Landry,8698,WR,1,CLE,3,3,46,19,2.42,2
Adam Humphries,10075,WR,1,TEN,6,5,48,20,2.4,2
Diontae Johnson,33441,WR,1,PIT,11,8,92,39,2.36,2
John Brown,8726,WR,1,BUF,6,4,82,35,2.34,2
Justin Jefferson,61398,WR,1,MIN,3,3,44,19,2.32,2
Brandin Cooks,8655,WR,1,HOU,8,5,95,41,2.32,2
Keke Coutee,47698,WR,1,HOU,2,2,11,5,2.2,2
Hayden Hurst,47294,TE,1,ATL,7,5,72,33,2.18,2
Chris Conley,9509,WR,1,JAX,7,4,48,22,2.18,2
Amari Cooper,9437,WR,1,DAL,9,6,100,47,2.13,2
Latavius Murray,7962,HB,1,NO,2,2,19,9,2.11,2
Darren Fells,8549,TE,1,HOU,4,2,23,11,2.09,2
Josh Reynolds,11872,WR,1,LA,2,2,33,16,2.06,2
D.J. Chark Jr.,47702,WR,1,JAX,4,4,84,41,2.05,2
Braxton Berrios,47961,WR,1,NYJ,7,6,59,29,2.03,2
Tyreek Hill,10799,WR,1,KC,11,5,99,49,2.02,2
Alex Armah,11948,FB,1,CAR,1,1,14,7,2,2
Isaiah Ford,11991,WR,1,MIA,8,7,76,38,2,2
Kalen Ballage,45741,HB,1,NYJ,2,2,12,6,2,2
Tyler Lockett,9502,WR,1,SEA,8,7,67,34,1.97,2
Foster Moreau,47043,TE,1,LV,1,1,31,16,1.94,2
Quintez Cephus,29614,WR,1,DET,3,3,54,28,1.93,2
Christian Kirk,47546,WR,1,ARI,4,2,57,30,1.9,2
Nelson Agholor,9453,WR,1,LV,1,1,19,10,1.9,2
Kareem Hunt,11841,HB,1,CLE,2,2,15,8,1.88,2
Cameron Batson,47669,WR,1,TEN,2,2,26,14,1.86,2
Randall Cobb,6216,WR,1,HOU,6,5,59,33,1.79,2
DeSean Jackson,4363,WR,1,PHI,9,6,64,36,1.78,2
Bryan Edwards,28486,WR,1,LV,2,2,42,24,1.75,2
Chris Carson,12004,HB,1,SEA,3,3,36,21,1.71,2
Davante Adams,8688,WR,1,GB,3,3,36,21,1.71,2
Darrel Williams,13014,HB,1,KC,1,1,12,7,1.71,2
Darnell Mooney,48236,WR,1,CHI,3,3,36,21,1.71,2
Travis Kelce,7844,TE,1,KC,12,9,90,53,1.7,2
Mark Ingram II,6180,HB,1,BAL,3,2,22,13,1.69,2
Carlos Hyde,8692,HB,1,SEA,2,2,15,9,1.67,2
Allen Lazard,48135,WR,1,GB,5,3,45,27,1.67,2
Zay Jones,11792,WR,1,LV,2,1,15,9,1.67,2
Olamide Zaccheaus,44920,WR,1,ATL,1,1,10,6,1.67,2
DeAndre Hopkins,7808,WR,1,ARI,9,8,68,41,1.66,2
N'Keal Harry,48297,WR,1,NE,12,8,72,44,1.64,2
Damiere Byrd,9964,WR,1,NE,9,6,72,45,1.6,2
Evan Engram,11778,TE,1,NYG,8,6,65,41,1.59,2
Keelan Cole,51593,WR,1,JAX,7,6,58,37,1.57,2
Steven Sims,48341,WR,1,WAS,4,3,53,34,1.56,2
Justin Watson,66915,WR,1,TB,3,2,48,31,1.55,2
Hunter Renfrow,47509,WR,1,LV,3,3,37,24,1.54,2
Miles Boykin,48209,WR,1,BAL,4,4,38,25,1.52,2
Marquise Brown,61568,WR,1,BAL,6,5,42,28,1.5,2
K.J. Hamler,61590,WR,1,DEN,7,3,48,32,1.5,2
Joe Mixon,11803,HB,1,CIN,4,4,40,27,1.48,2
Golden Tate,5585,WR,1,NYG,5,5,47,32,1.47,2
Larry Fitzgerald,1724,WR,1,ARI,7,7,50,34,1.47,2
Christian McCaffrey,11763,HB,1,CAR,5,4,29,20,1.45,2
Jordan Akins,47050,TE,1,HOU,7,7,55,38,1.45,2
Willie Snead IV,8999,WR,1,BAL,2,2,29,20,1.45,2
Noah Fant,42388,TE,1,DEN,5,4,57,40,1.43,2
Michael Pittman Jr.,29049,WR,1,IND,5,4,37,26,1.42,2
Jakobi Meyers,47468,WR,1,NE,1,1,7,5,1.4,2
Russell Gage,44771,WR,1,ATL,8,6,46,33,1.39,2
Eric Ebron,8645,TE,1,PIT,5,3,43,31,1.39,2
Corey Davis,11760,WR,1,TEN,5,3,36,26,1.38,2
Mark Andrews,47436,TE,1,BAL,3,1,29,21,1.38,2
James Robinson,22425,HB,1,JAX,4,3,18,13,1.38,2
Drew Sample,47259,TE,1,CIN,8,7,45,33,1.36,2
Mike Thomas,10840,WR,1,CIN,4,4,31,23,1.35,2
Rex Burkhead,7971,HB,1,NE,6,4,47,35,1.34,2
Javon Wims,41406,WR,1,CHI,2,2,17,13,1.31,2
Laviska Shenault Jr.,61220,WR,1,JAX,4,3,35,27,1.3,2
Myles Gaskin,45914,HB,1,MIA,7,6,36,28,1.29,2
Michael Gallup,26075,WR,1,DAL,5,2,58,45,1.29,2
Harrison Bryant,26394,TE,1,CLE,2,1,14,11,1.27,2
Devin Singletary,40485,HB,1,BUF,3,2,20,16,1.25,2
Alec Ingold,34934,FB,1,LV,2,2,5,4,1.25,2
C.J. Uzomah,9590,TE,1,CIN,6,4,42,34,1.24,2
Brian Hill,11911,HB,1,ATL,2,2,11,9,1.22,2
Allen Robinson II,8696,WR,1,CHI,8,3,33,27,1.22,2
Breshad Perriman,9459,WR,1,NYJ,2,2,12,10,1.2,2
Leonard Fournette,11759,HB,1,TB,5,4,13,11,1.18,2
Tyler Boyd,10689,WR,1,CIN,8,7,72,61,1.18,2
T.Y. Hilton,7092,WR,1,IND,5,3,28,24,1.17,2
Miles Sanders,40555,HB,1,PHI,7,3,36,31,1.16,2
Austin Hooper,10715,TE,1,CLE,4,2,22,19,1.16,2
JuJu Smith-Schuster,11817,WR,1,PIT,8,7,48,42,1.14,2
Cordarrelle Patterson,7810,WR,1,CHI,2,2,8,7,1.14,2
DeVante Parker,9447,WR,1,MIA,8,5,53,47,1.13,2
Josh Jacobs,45953,HB,1,LV,3,3,17,15,1.13,2
