Position,Player,Points,Salary,Team,Opp,Minutes,Stats,Date,Started,Home.Away,TeamScore,OppScore,Win.Loss
PG,Jameer Nelson,21.3,4700,dal,mil,30,  13pt 4rb 3as 1st 3to 3trey 5-7fg 0-0ft,2014-12-03,Yes,Away,107,105,Win
PG,Rajon Rondo,19.6,8400,bos,det,34,  2pt 3rb 8as 3st 4to 1-6fg 0-0ft,2014-12-03,Yes,Home,109,102,Win
PG,Phil Pressey,18.6,3500,bos,det,17,  7pt 3rb 4as 1st 1trey 3-5fg 0-0ft,2014-12-03,No,Home,109,102,Win
PG,Elfrid Payton,18.2,4700,orl,lac,30,  8pt 1rb 6as 1st 2to 3-6fg 2-9ft,2014-12-03,No,Away,86,114,Loss
SG,Joe Johnson,18,6000,bkn,sas,42,  8pt 5rb 2as 1st 1to 4-16fg 0-0ft,2014-12-03,Yes,Home,95,93,Win
PG,Beno Udrih,17.6,3600,mem,hou,21,  9pt 3rb 4as 1st 3to 3-3fg 3-4ft,2014-12-03,No,Away,96,105,Loss
PG,Kirk Hinrich,17.6,4500,chi,cha,26,  12pt 3rb 2as 1to 3trey 4-9fg 1-2ft,2014-12-03,No,Away,102,95,Win
SG,Victor Oladipo,17.2,6500,orl,lac,25,  11pt 1rb 2st 1bl 1to 1trey 2-8fg 6-8ft,2014-12-03,Yes,Away,86,114,Loss
PG,Nick Calathes,16.2,3500,mem,hou,20,  6pt 1rb 6as 1st 2to 3-5fg 0-3ft,2014-12-03,No,Away,96,105,Loss
PG,Tony Parker,16.2,6500,sas,bkn,29,  9pt 1rb 6as 3to 1trey 4-8fg 0-0ft,2014-12-03,Yes,Away,93,95,Loss
SG,Jamal Crawford,16,5800,lac,orl,22,  5pt 6as 2st 2to 1-6fg 3-3ft,2014-12-03,No,Home,114,86,Win
SG,Tony Allen,15.2,4300,mem,hou,15,  10pt 1rb 2st 2bl 4to 4-7fg 2-2ft,2014-12-03,Yes,Away,96,105,Loss
PG,Cory Joseph,15.1,4200,sas,bkn,24,  7pt 3rb 3as 3-8fg 1-2ft,2014-12-03,No,Away,93,95,Loss
PG,Shabazz Napier,14.9,3600,mia,atl,32,  7pt 2rb 1as 2st 1trey 2-4fg 2-2ft,2014-12-03,No,Home,102,112,Loss
SG,Giannis Antetokounmpo,14.5,5800,mil,dal,18,  3pt 5rb 5as 2to 1-4fg 1-2ft,2014-12-03,Yes,Home,105,107,Loss
SG,P.J. Hairston,13.9,3700,cha,chi,19,  4pt 2rb 1as 2st 1bl 1-7fg 2-2ft,2014-12-03,No,Home,95,102,Loss
PG,Aaron Brooks,13.1,3900,chi,cha,15,  7pt 3rb 3as 2to 1trey 3-7fg 0-0ft,2014-12-03,No,Away,102,95,Win
SG,Ben Gordon,13,3500,orl,lac,19,  11pt 2as 1to 4-8fg 3-3ft,2014-12-03,No,Away,86,114,Loss
PG,Shelvin Mack,12.9,3800,atl,mia,14,  5pt 2rb 3as 1st 1to 1trey 2-5fg 0-0ft,2014-12-03,No,Away,112,102,Win
PG,Jarrett Jack,12.9,4500,bkn,sas,28,  8pt 2rb 3as 2to 4-10fg 0-0ft,2014-12-03,No,Home,95,93,Win
SG,Thabo Sefolosha,12.4,4100,atl,mia,17,  7pt 2rb 2as 1trey 3-4fg 0-0ft,2014-12-03,No,Away,112,102,Win
SG,Evan Fournier,12.2,5000,orl,lac,22,  9pt 1rb 2as 1to 1trey 4-11fg 0-0ft,2014-12-03,Yes,Away,86,114,Loss
PG,Luke Ridnour,11.6,3500,orl,lac,13,  0pt 3rb 4as 1st 0-1fg 0-0ft,2014-12-03,No,Away,86,114,Loss
SG,Courtney Lee,11.4,5000,mem,hou,24,  4pt 2rb 2as 1bl 2-4fg 0-0ft,2014-12-03,Yes,Away,96,105,Loss
PG,Kendall Marshall,11.2,3500,mil,dal,16,  6pt 1rb 2as 1st 1to 3-4fg 0-0ft,2014-12-03,No,Home,105,107,Loss
PG,Jeremy Lin,10.3,5700,lal,was,21,  0pt 4rb 5as 1bl 4to 0-10fg 0-0ft,2014-12-03,Yes,Away,95,111,Loss
SG,Nick Johnson,8.8,3500,hou,mem,19,  2pt 4rb 2as 1st 3to 1-5fg 0-0ft,2014-12-03,No,Home,105,96,Win
PG,Brian Roberts,8.7,3500,cha,chi,19,  3pt 1rb 3as 1trey 1-8fg 0-0ft,2014-12-03,No,Home,95,102,Loss
SG,Willie Green,8.7,3500,orl,lac,12,  7pt 1rb 1as 1to 1trey 3-8fg 0-0ft,2014-12-03,No,Away,86,114,Loss
PG,D.J. Augustin,8.1,4000,det,bos,14,  1pt 3rb 3as 1to 0-6fg 1-2ft,2014-12-03,No,Away,102,109,Loss
PG,Jerryd Bayless,8,3500,mil,dal,21,  8pt 2as 3to 3-6fg 2-2ft,2014-12-03,No,Home,105,107,Loss
PG,Jordan Farmar,7.2,3700,lac,orl,14,  4pt 1rb 2as 1to 1trey 1-3fg 1-2ft,2014-12-03,No,Home,114,86,Win
PG,Devin Harris,7.1,4300,dal,mil,18,  2pt 3rb 3as 3to 1-6fg 0-0ft,2014-12-03,No,Away,107,105,Win
PG,Dante Exum,6.9,3500,uta,tor,14,  2pt 2rb 1as 1bl 1to 1-3fg 0-1ft,2014-12-03,No,Home,104,123,Loss
SG,Marco Belinelli,6.7,3900,sas,bkn,15,  5pt 1rb 1as 1to 1trey 2-3fg 0-0ft,2014-12-03,No,Away,93,95,Loss
PG,Zach LaVine,6.2,3800,min,phi,15,  6pt 1rb 1to 3-6fg 0-0ft,2014-12-03,No,Home,77,85,Loss
PG,Jose Barea,6.2,3900,dal,mil,12,  5pt 1rb 1trey 1-4fg 2-2ft,2014-12-03,No,Away,107,105,Win
SG,C.J. Wilcox,6,3500,lac,orl,6,  3pt 2as 1trey 1-3fg 0-0ft,2014-12-03,No,Home,114,86,Win
SG,Avery Bradley,6,5400,bos,det,26,  6pt 2trey 2-5fg 0-0ft,2014-12-03,Yes,Home,109,102,Win
PG,Andre Miller,5.5,3500,was,lal,11,  4pt 3as 3to 2-3fg 0-0ft,2014-12-03,No,Home,111,95,Win
SG,Wayne Ellington,3.2,3500,lal,was,14,  0pt 1rb 1st 0-3fg 0-0ft,2014-12-03,No,Away,95,111,Loss
PG,Marcus Smart,3,4700,bos,det,5,  0pt 2as 0-3fg 0-0ft,2014-12-03,No,Home,109,102,Win
SG,Marcus Thornton,2.7,3500,bos,det,6,  0pt 1rb 1as 0-3fg 0-0ft,2014-12-03,No,Home,109,102,Win
SG,Tony Snell,2.7,3500,chi,cha,6,  0pt 1rb 1as 0-0fg 0-0ft,2014-12-03,No,Away,102,95,Win
SG,Alan Anderson,2.7,3500,bkn,sas,16,  2pt 1rb 1as 2to 1-5fg 0-0ft,2014-12-03,No,Home,95,93,Win
SG,Jared Cunningham,1,3500,lac,orl,6,  0pt 2as 2to 0-1fg 0-0ft,2014-12-03,No,Home,114,86,Win
SG,Ian Clark,0.5,3500,uta,tor,6,  0pt 1as 1to 0-2fg 0-0ft,2014-12-03,No,Home,104,123,Loss
SG,Kent Bazemore,0,3500,atl,mia,0,  0pt 0-0fg 0-0ft,2014-12-03,No,Away,112,102,Win
PG,Jannero Pargo,0,3500,cha,chi,0,  0pt 0-0fg 0-0ft,2014-12-03,No,Home,95,102,Loss
SG,Danny Granger,0,3800,mia,atl,9,  0pt 0-2fg 0-0ft,2014-12-03,No,Home,102,112,Loss
PG,Troy Daniels,-1,3500,hou,mem,7,  0pt 1to 0-3fg 0-0ft,2014-12-03,No,Home,105,96,Win
PF,Mirza Teletovic,47,4400,bkn,sas,43,  26pt 15rb 2as 5trey 9-13fg 3-4ft,2014-12-03,Yes,Home,95,93,Win
PF,Blake Griffin,41.6,9400,lac,orl,29,  21pt 8rb 6as 2st 1bl 4to 9-16fg 3-4ft,2014-12-03,Yes,Home,114,86,Win
PF,Tim Duncan,39.9,7900,sas,bkn,36,  14pt 17rb 1as 3bl 2to 5-18fg 4-4ft,2014-12-03,Yes,Away,93,95,Loss
SF,Jeff Green,39.5,6600,bos,det,36,  32pt 5rb 1as 1bl 2to 6trey 8-22fg 10-10ft,2014-12-03,Yes,Home,109,102,Win
PF,Pau Gasol,39.5,8900,chi,cha,36,  19pt 15rb 3as 2to 7-19fg 5-7ft,2014-12-03,Yes,Away,102,95,Win
PF,Greg Monroe,37.4,6600,det,bos,32,  29pt 7rb 1bl 2to 9-17fg 11-11ft,2014-12-03,No,Away,102,109,Loss
PF,Kris Humphries,36.5,4100,was,lal,30,  6pt 20rb 1as 2st 1bl 1to 3-7fg 0-0ft,2014-12-03,Yes,Home,111,95,Win
SF,Khris Middleton,35.6,4200,mil,dal,30,  21pt 8rb 3st 1bl 3to 1trey 8-13fg 4-6ft,2014-12-03,No,Home,105,107,Loss
PF,Derrick Favors,34.7,7200,uta,tor,32,  19pt 6rb 5as 1st 1to 9-13fg 1-1ft,2014-12-03,Yes,Home,104,123,Loss
SF,K.J. McDaniels,32.8,4700,phi,min,36,  12pt 9rb 2as 1st 4bl 3to 2trey 4-13fg 2-2ft,2014-12-03,No,Away,85,77,Win
PF,Jared Sullinger,32.6,7000,bos,det,30,  14pt 8rb 2as 2st 1bl 2trey 5-12fg 2-2ft,2014-12-03,Yes,Home,109,102,Win
SF,Kawhi Leonard,31.1,7300,sas,bkn,39,  12pt 13rb 1as 1st 1trey 4-16fg 3-4ft,2014-12-03,Yes,Away,93,95,Loss
SF,Trevor Ariza,30.9,6100,hou,mem,34,  16pt 7rb 1as 3st 1bl 3to 2trey 6-18fg 2-2ft,2014-12-03,Yes,Home,105,96,Win
SF,Josh Smith,30.7,7600,det,bos,28,  12pt 11rb 3as 1st 1bl 3to 4-15fg 4-6ft,2014-12-03,Yes,Away,102,109,Loss
SF,Chandler Parsons,29.6,6200,dal,mil,35,  14pt 8rb 4as 2st 4to 1trey 6-17fg 1-2ft,2014-12-03,Yes,Away,107,105,Win
PF,Paul Millsap,28.7,8300,atl,mia,34,  14pt 6rb 5as 2st 4to 1trey 6-12fg 1-3ft,2014-12-03,Yes,Away,112,102,Win
SF,Tobias Harris,28.6,7300,orl,lac,25,  16pt 8rb 2st 1to 2trey 7-11fg 0-1ft,2014-12-03,Yes,Away,86,114,Loss
PF,Nikola Mirotic,27.9,4800,chi,cha,28,  11pt 12rb 1as 1bl 1to 2trey 4-8fg 1-1ft,2014-12-03,No,Away,102,95,Win
SF,Al-Farouq Aminu,27.5,3500,dal,mil,28,  13pt 5rb 1as 1st 3bl 1to 2trey 5-11fg 1-1ft,2014-12-03,Yes,Away,107,105,Win
SF,Matt Barnes,27,3500,lac,orl,39,  17pt 5rb 2as 1st 1bl 3to 1trey 6-8fg 4-5ft,2014-12-03,Yes,Home,114,86,Win
SF,Gordon Hayward,26.3,7600,uta,tor,41,  16pt 4rb 3as 1st 1to 2trey 5-15fg 4-4ft,2014-12-03,Yes,Home,104,123,Loss
SF,Rasual Butler,25.8,4100,was,lal,24,  14pt 4rb 2as 2st 2trey 5-7fg 2-2ft,2014-12-03,No,Home,111,95,Win
SF,Luc Mbah a Moute,25.3,3800,phi,min,28,  12pt 9rb 1as 1st 1to 4-9fg 4-5ft,2014-12-03,Yes,Away,85,77,Win
SF,Robert Covington,25.3,3500,phi,min,31,  17pt 4rb 1as 1st 3trey 5-13fg 4-4ft,2014-12-03,No,Away,85,77,Win
SF,Paul Pierce,25,5500,was,lal,24,  14pt 5rb 2as 1bl 6-15fg 2-4ft,2014-12-03,Yes,Home,111,95,Win
PF,Thaddeus Young,24.7,6500,min,phi,36,  16pt 6rb 1as 1st 1bl 4to 6-16fg 4-4ft,2014-12-03,Yes,Home,77,85,Loss
PF,Cody Zeller,24.6,3800,cha,chi,23,  12pt 8rb 2as 5-9fg 2-2ft,2014-12-03,Yes,Home,95,102,Loss
SF,Andrew Wiggins,24.5,5500,min,phi,30,  11pt 5rb 1as 2st 1bl 1trey 4-12fg 2-2ft,2014-12-03,Yes,Home,77,85,Loss
PF,Donatas Motiejunas,24.4,5600,hou,mem,25,  15pt 7rb 2as 1bl 4to 1trey 7-10fg 0-1ft,2014-12-03,Yes,Home,105,96,Win
SF,Evan Turner,23.4,4400,bos,det,27,  9pt 7rb 6as 3to 3-8fg 3-4ft,2014-12-03,No,Home,109,102,Win
SF,Kostas Papanikolaou,23.3,4400,hou,mem,25,  12pt 4rb 3as 1st 6-14fg 0-0ft,2014-12-03,No,Home,105,96,Win
PF,Tarik Black,23.2,3600,hou,mem,23,  10pt 11rb 5-9fg 0-0ft,2014-12-03,Yes,Home,105,96,Win
PF,Amir Johnson,22.5,4800,tor,uta,26,  13pt 5rb 1as 2st 2to 6-10fg 1-2ft,2014-12-03,Yes,Away,123,104,Win
SF,Bojan Bogdanovic,21.6,4000,bkn,sas,34,  14pt 8rb 2to 2trey 5-10fg 2-2ft,2014-12-03,Yes,Home,95,93,Win
PF,Carlos Boozer,19.6,6400,lal,was,26,  10pt 8rb 1st 2to 5-9fg 0-0ft,2014-12-03,Yes,Away,95,111,Loss
PF,Jarnell Stokes,19.6,3500,mem,hou,12,  12pt 3rb 2bl 5-7fg 2-4ft,2014-12-03,No,Away,96,105,Loss
SF,Corey Brewer,17.8,5000,min,phi,39,  7pt 4rb 4as 2st 4to 3-11fg 1-2ft,2014-12-03,Yes,Home,77,85,Loss
PF,Ed Davis,17.6,4600,lal,was,22,  4pt 8rb 1st 1bl 1-2fg 2-3ft,2014-12-03,No,Away,95,111,Loss
SF,Terrence Ross,16.8,4800,tor,uta,31,  11pt 4rb 1st 1to 1trey 4-8fg 2-2ft,2014-12-03,Yes,Away,123,104,Win
PF,Nerlens Noel,16.6,5800,phi,min,25,  8pt 3rb 2st 1bl 1to 4-8fg 0-0ft,2014-12-03,Yes,Away,85,77,Win
PF,Patrick Patterson,16.6,4500,tor,uta,31,  13pt 3rb 3trey 5-6fg 0-0ft,2014-12-03,No,Away,123,104,Win
PF,Brandon Bass,16.5,4200,bos,det,21,  9pt 5rb 1as 2-9fg 5-6ft,2014-12-03,No,Home,109,102,Win
SF,Joe Ingles,16.5,3500,uta,tor,25,  12pt 1as 2st 1to 1trey 5-10fg 1-1ft,2014-12-03,No,Home,104,123,Loss
PF,Jon Leuer,16.2,3600,mem,hou,26,  7pt 6rb 2as 1to 3-9fg 1-2ft,2014-12-03,No,Away,96,105,Loss
SF,Rodney Hood,15.9,3500,uta,tor,27,  10pt 2rb 1as 1st 2trey 3-8fg 2-2ft,2014-12-03,Yes,Home,104,123,Loss
SF,Gerald Henderson,15.3,3900,cha,chi,29,  10pt 4rb 1as 1to 4-8fg 2-2ft,2014-12-03,Yes,Home,95,102,Loss
SF,Francisco Garcia,15.2,3500,hou,mem,21,  6pt 1rb 4as 1bl 2trey 2-4fg 0-0ft,2014-12-03,No,Home,105,96,Win
SF,Wesley Johnson,15.1,4400,lal,was,28,  6pt 3rb 1as 1st 1bl 2trey 2-6fg 0-0ft,2014-12-03,Yes,Away,95,111,Loss
PF,Zach Randolph,14.2,7800,mem,hou,19,  8pt 6rb 1to 2-5fg 4-6ft,2014-12-03,Yes,Away,96,105,Loss
SF,Jared Dudley,14,3500,mil,dal,26,  8pt 2as 2st 1to 2trey 3-5fg 0-0ft,2014-12-03,No,Home,105,107,Loss
SF,Robbie Hummel,13.8,3500,min,phi,14,  4pt 4rb 2as 1bl 1-3fg 2-2ft,2014-12-03,No,Home,77,85,Loss
PF,Josh McRoberts,13.5,4100,mia,atl,21,  4pt 5as 3st 4to 2-4fg 0-0ft,2014-12-03,Yes,Home,102,112,Loss
SF,Quincy Pondexter,13.3,3500,mem,hou,28,  2pt 4rb 3as 1st 1-7fg 0-0ft,2014-12-03,No,Away,96,105,Loss
SF,DeMarre Carroll,12.5,5300,atl,mia,22,  6pt 5rb 1as 1to 2-9fg 2-3ft,2014-12-03,Yes,Away,112,102,Win
SF,Jabari Parker,12.3,5800,mil,dal,22,  8pt 4rb 1as 2to 3-6fg 2-5ft,2014-12-03,Yes,Home,105,107,Loss
SF,Mike Dunleavy,12.2,5000,chi,cha,30,  9pt 1rb 1st 3trey 3-5fg 0-0ft,2014-12-03,Yes,Away,102,95,Win
SF,Shabazz Muhammad,12,5000,min,phi,17,  4pt 5rb 1bl 2-5fg 0-0ft,2014-12-03,No,Home,77,85,Loss
SF,Richard Jefferson,12,3500,dal,mil,23,  10pt 2as 1to 1trey 2-5fg 5-6ft,2014-12-03,No,Away,107,105,Win
PF,Glen Davis,11.8,3500,lac,orl,13,  5pt 4rb 1st 2-3fg 1-1ft,2014-12-03,No,Home,114,86,Win
PF,Jerami Grant,11.8,3500,phi,min,9,  3pt 4rb 2bl 1-3fg 1-2ft,2014-12-03,No,Away,85,77,Win
SF,James Johnson,11.6,3900,tor,uta,19,  2pt 3rb 2as 2bl 1to 1-2fg 0-0ft,2014-12-03,No,Away,123,104,Win
PF,Marvin Williams,11.6,3500,cha,chi,25,  6pt 3rb 1st 2-5fg 2-2ft,2014-12-03,No,Home,95,102,Loss
PF,Channing Frye,11.6,4500,orl,lac,26,  6pt 3rb 2as 1st 3to 2trey 2-7fg 0-0ft,2014-12-03,Yes,Away,86,114,Loss
PF,Andrew Nicholson,11,3500,orl,lac,17,  3pt 5rb 1bl 1-6fg 1-2ft,2014-12-03,No,Away,86,114,Loss
SF,Caron Butler,10.4,3500,det,bos,29,  8pt 2rb 2trey 3-9fg 0-0ft,2014-12-03,No,Away,102,109,Loss
SF,Hollis Thompson,10.1,3700,phi,min,30,  3pt 3rb 1as 2st 2to 1-6fg 1-2ft,2014-12-03,Yes,Away,85,77,Win
SF,Cartier Martin,9.6,3500,det,bos,12,  6pt 3rb 2trey 2-3fg 0-0ft,2014-12-03,No,Away,102,109,Loss
SF,Kyle Singler,9.3,3700,det,bos,24,  3pt 4rb 1as 1trey 1-7fg 0-0ft,2014-12-03,Yes,Away,102,109,Loss
PF,Mike Scott,9,3800,atl,mia,13,  9pt 1trey 4-5fg 0-0ft,2014-12-03,No,Away,112,102,Win
SF,Luol Deng,8.6,6400,mia,atl,17,  5pt 3rb 1st 2to 1-3fg 3-4ft,2014-12-03,Yes,Home,102,112,Loss
SF,Vince Carter,8.2,3500,mem,hou,9,  7pt 1rb 1trey 3-4fg 0-1ft,2014-12-03,No,Away,96,105,Loss
PF,Trevor Booker,6.4,4000,uta,tor,15,  5pt 2rb 1to 2-4fg 1-2ft,2014-12-03,No,Home,104,123,Loss
SF,James Ennis,6.4,3600,mia,atl,17,  2pt 2rb 1st 1-3fg 0-0ft,2014-12-03,No,Home,102,112,Loss
SF,Shawne Williams,6.2,4100,mia,atl,18,  6pt 1rb 1to 2trey 2-5fg 0-0ft,2014-12-03,No,Home,102,112,Loss
SF,Maurice Harkless,5.9,3500,orl,lac,19,  0pt 2rb 3as 2st 5to 0-3fg 0-0ft,2014-12-03,No,Away,86,114,Loss
PF,Kevin Seraphin,5.7,3500,was,lal,14,  4pt 1rb 1as 1to 2-4fg 0-1ft,2014-12-03,No,Home,111,95,Win
PF,Clint Capela,5.6,3500,hou,mem,4,  0pt 3rb 1st 1bl 2to 0-6fg 0-2ft,2014-12-03,No,Home,105,96,Win
PF,Udonis Haslem,5.4,3500,mia,atl,12,  2pt 2rb 1bl 1to 1-1fg 0-0ft,2014-12-03,No,Home,102,112,Loss
SF,Otto Porter,5.2,3800,was,lal,12,  4pt 1rb 1-5fg 2-2ft,2014-12-03,No,Home,111,95,Win
PF,Drew Gooden,5,3600,was,lal,17,  0pt 5rb 1to 0-2fg 0-0ft,2014-12-03,No,Home,111,95,Win
PF,Boris Diaw,4.9,4600,sas,bkn,22,  0pt 2rb 3as 2to 0-6fg 0-0ft,2014-12-03,Yes,Away,93,95,Loss
PF,Tyler Hansbrough,4.4,3500,tor,uta,6,  2pt 2rb 0-0fg 2-2ft,2014-12-03,No,Away,123,104,Win
PF,Anthony Bennett,3.2,4700,min,phi,4,  0pt 1rb 1bl 0-2fg 0-0ft,2014-12-03,No,Home,77,85,Loss
SF,Hedo Turkoglu,3.2,3500,lac,orl,6,  0pt 1rb 1st 0-3fg 0-0ft,2014-12-03,No,Home,114,86,Win
SF,Chase Budinger,2.4,3500,min,phi,5,  0pt 2rb 0-3fg 0-0ft,2014-12-03,No,Home,77,85,Loss
PF,Brandon Davies,2.4,3700,phi,min,10,  0pt 2rb 1st 2to 0-1fg 0-0ft,2014-12-03,No,Away,85,77,Win
SF,Jae Crowder,2,3500,dal,mil,7,  2pt 1-1fg 0-0ft,2014-12-03,No,Away,107,105,Win
PF,Jonas Jerebko,1.2,3500,det,bos,4,  0pt 1rb 0-1fg 0-0ft,2014-12-03,No,Away,102,109,Loss
SF,Gerald Wallace,1,3500,bos,det,9,  2pt 1to 1-1fg 0-0ft,2014-12-03,No,Home,109,102,Win
PF,Charlie Villanueva,0,3500,dal,mil,3,  0pt 0-1fg 0-0ft,2014-12-03,No,Away,107,105,Win
PF,JaKarr Sampson,-1,3500,phi,min,3,  0pt 1to 0-1fg 0-0ft,2014-12-03,No,Away,85,77,Win
C,Andre Drummond,59.8,7200,det,bos,42,  27pt 14rb 4st 5bl 2to 12-18fg 3-8ft,2014-12-03,Yes,Away,102,109,Loss
C,Brook Lopez,42.5,6200,bkn,sas,45,  16pt 15rb 3as 2bl 6-17fg 4-4ft,2014-12-03,Yes,Home,95,93,Win
C,Tyson Chandler,42,7000,dal,mil,33,  18pt 20rb 1st 1bl 4to 8-11fg 2-6ft,2014-12-03,Yes,Away,107,105,Win
C,Chris Bosh,41.7,8600,mia,atl,38,  27pt 11rb 1as 1bl 2to 3trey 9-12fg 6-8ft,2014-12-03,Yes,Home,102,112,Loss
C,Kelly Olynyk,40.9,5100,bos,det,27,  20pt 7rb 3as 2st 3bl 2to 2trey 8-13fg 2-5ft,2014-12-03,No,Home,109,102,Win
C,Marcin Gortat,39.2,7100,was,lal,34,  21pt 11rb 2as 1st 9-13fg 3-3ft,2014-12-03,Yes,Home,111,95,Win
C,Gorgui Dieng,37.2,6400,min,phi,41,  15pt 16rb 2as 2st 4to 6-12fg 3-5ft,2014-12-03,Yes,Home,77,85,Loss
C,Joakim Noah,36.5,7800,chi,cha,32,  14pt 10rb 7as 1st 2to 6-9fg 2-4ft,2014-12-03,Yes,Away,102,95,Win
C,Enes Kanter,34.3,5500,uta,tor,34,  19pt 9rb 1as 1st 1bl 1to 9-15fg 1-2ft,2014-12-03,Yes,Home,104,123,Loss
C,DeAndre Jordan,34.2,6800,lac,orl,27,  8pt 16rb 1st 3bl 1to 3-6fg 2-6ft,2014-12-03,Yes,Home,114,86,Win
C,Joey Dorsey,25.1,3500,hou,mem,22,  7pt 8rb 1as 1st 3bl 1to 3-3fg 1-2ft,2014-12-03,No,Home,105,96,Win
C,Al Jefferson,24.4,8500,cha,chi,33,  13pt 7rb 2as 5-13fg 3-4ft,2014-12-03,Yes,Home,95,102,Loss
C,Tyler Zeller,22,3800,bos,det,27,  8pt 10rb 1bl 4-6fg 0-0ft,2014-12-03,Yes,Home,109,102,Win
C,Dewayne Dedmon,21.1,3500,orl,lac,25,  9pt 8rb 1as 1st 1to 4-7fg 1-2ft,2014-12-03,No,Away,86,114,Loss
C,Zaza Pachulia,20.8,4100,mil,dal,26,  8pt 9rb 2as 1to 3-6fg 2-2ft,2014-12-03,No,Home,105,107,Loss
C,Robert Sacre,20.5,3600,lal,was,20,  6pt 5rb 3as 2bl 3-9fg 0-0ft,2014-12-03,No,Away,95,111,Loss
C,Rudy Gobert,20.4,3600,uta,tor,13,  6pt 7rb 3bl 2-2fg 2-2ft,2014-12-03,No,Home,104,123,Loss
C,Marc Gasol,19.9,8700,mem,hou,25,  8pt 7rb 3as 1bl 3to 4-8fg 0-1ft,2014-12-03,Yes,Away,96,105,Loss
C,Jonas Valanciunas,19.7,6000,tor,uta,33,  9pt 6rb 1as 1bl 4-9fg 1-2ft,2014-12-03,Yes,Away,123,104,Win
C,Spencer Hawes,18.8,4100,lac,orl,17,  12pt 4rb 2as 1st 3to 2trey 5-7fg 0-0ft,2014-12-03,No,Home,114,86,Win
C,Henry Sims,18.7,4900,phi,min,25,  10pt 6rb 1as 1st 2to 4-8fg 2-3ft,2014-12-03,Yes,Away,85,77,Win
C,Jordan Hill,15.2,6700,lal,was,23,  8pt 6rb 3-6fg 2-2ft,2014-12-03,Yes,Away,95,111,Loss
C,Kosta Koufos,14.6,4100,mem,hou,13,  8pt 3rb 1st 1bl 1to 4-8fg 0-0ft,2014-12-03,No,Away,96,105,Loss
C,Al Horford,12.9,6900,atl,mia,29,  6pt 2rb 3as 1bl 2to 2-3fg 2-2ft,2014-12-03,Yes,Away,112,102,Win
C,Brandan Wright,12.6,4600,dal,mil,15,  7pt 3rb 1bl 2-3fg 3-4ft,2014-12-03,No,Away,107,105,Win
C,Aron Baynes,12.3,4000,sas,bkn,17,  4pt 4rb 1as 1st 2-5fg 0-0ft,2014-12-03,No,Away,93,95,Loss
C,Larry Sanders,11.6,5700,mil,dal,22,  6pt 3rb 1bl 3-6fg 0-2ft,2014-12-03,Yes,Home,105,107,Loss
C,Kyle O'Quinn,9.2,4500,orl,lac,7,  6pt 1rb 1st 3-3fg 0-0ft,2014-12-03,Yes,Away,86,114,Loss
C,Bismack Biyombo,8.8,3700,cha,chi,15,  4pt 4rb 2-4fg 0-0ft,2014-12-03,No,Home,95,102,Loss
C,Matt Bonner,8.2,3600,sas,bkn,21,  7pt 1rb 1trey 3-10fg 0-0ft,2014-12-03,No,Away,93,95,Loss
C,Jerome Jordan,6.4,3500,bkn,sas,8,  2pt 2rb 1st 1-1fg 0-0ft,2014-12-03,No,Home,95,93,Win
C,Mason Plumlee,4.6,3500,bkn,sas,10,  2pt 3rb 1to 1-3fg 0-4ft,2014-12-03,No,Home,95,93,Win
C,Justin Hamilton,2.2,3500,mia,atl,7,  2pt 1rb 1to 1-2fg 0-0ft,2014-12-03,No,Home,102,112,Loss
C,Pero Antic,2.2,3500,atl,mia,20,  4pt 1rb 3to 1-4fg 2-2ft,2014-12-03,No,Away,112,102,Win
C,Ekpe Udoh,2,3500,lac,orl,5,  0pt 1st 0-1fg 0-0ft,2014-12-03,No,Home,114,86,Win
C,Greg Stiemsma,0,3500,tor,uta,0,  0pt 0-0fg 0-0ft,2014-12-03,No,Away,123,104,Win
PG,Stephen Curry,47.1,9900,gsw,nor,31,  19pt 3rb 11as 4st 1bl 2to 3trey 8-17fg 0-0ft,2014-12-04,Yes,Home,112,85,Win
PG,Kyrie Irving,44.6,8300,cle,nyk,44,  37pt 3rb 2as 2st 3to 3trey 12-18fg 10-11ft,2014-12-04,Yes,Away,90,87,Win
PG,Damian Lillard,40.1,8400,por,ind,34,  23pt 8rb 3as 2st 1to 1trey 7-15fg 8-11ft,2014-12-04,Yes,Home,88,82,Win
SG,Klay Thompson,39.3,7600,gsw,nor,33,  23pt 4rb 5as 2st 1bl 2to 5trey 8-16fg 2-4ft,2014-12-04,Yes,Home,112,85,Win
SG,Rodney Stuckey,26.7,4800,ind,por,29,  16pt 6rb 5as 4to 7-15fg 2-2ft,2014-12-04,Yes,Away,82,88,Loss
PG,Jrue Holiday,25.6,7400,nor,gsw,33,  12pt 3rb 8as 1st 4to 5-15fg 2-2ft,2014-12-04,Yes,Away,85,112,Loss
SG,Tim Hardaway Jr.,25.1,3500,nyk,cle,22,  20pt 3rb 1as 4trey 8-14fg 0-0ft,2014-12-04,No,Home,87,90,Loss
SG,Tyreke Evans,21.1,7500,nor,gsw,36,  11pt 3rb 5as 2st 1bl 7to 1trey 4-15fg 2-3ft,2014-12-04,Yes,Away,85,112,Loss
PG,Shaun Livingston,18.6,3500,gsw,nor,17,  4pt 3rb 6as 1st 2-6fg 0-0ft,2014-12-04,No,Home,112,85,Win
